@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
6039,'2025/11/05 13:15:01:043',35,0.161809,0.092215,0.67,0.28
6040,'2025/11/05 13:15:01:084',35,0.159321,0.091353,0.67,0.28
6041,'2025/11/05 13:15:01:125',35,0.156267,0.089115,0.67,0.28
6042,'2025/11/05 13:15:01:167',35,0.153134,0.086718,0.67,0.28
6043,'2025/11/05 13:15:01:208',35,0.149941,0.085023,0.67,0.28
6044,'2025/11/05 13:15:01:248',35,0.147513,0.082956,0.67,0.28
6045,'2025/11/05 13:15:01:291',35,0.145425,0.079619,0.67,0.28
6046,'2025/11/05 13:15:01:330',35,0.144338,0.078291,0.67,0.28
6047,'2025/11/05 13:15:01:371',35,0.144577,0.075083,0.67,0.28
6048,'2025/11/05 13:15:01:413',35,0.145599,0.072256,0.67,0.28
6049,'2025/11/05 13:15:01:454',35,0.147334,0.071573,0.67,0.28
6050,'2025/11/05 13:15:01:496',35,0.15007,0.071477,0.67,0.28
6051,'2025/11/05 13:15:01:578',35,0.153287,0.07197,0.67,0.28
6052,'2025/11/05 13:15:01:619',35,0.156353,0.072944,0.67,0.28
6053,'2025/11/05 13:15:01:660',35,0.159361,0.072723,0.67,0.28
6054,'2025/11/05 13:15:01:698',35,0.162381,0.073012,0.67,0.28
6055,'2025/11/05 13:15:01:741',35,0.165279,0.073278,0.67,0.28
6056,'2025/11/05 13:15:01:782',35,0.168239,0.072659,0.67,0.28
6057,'2025/11/05 13:15:01:822',35,0.170846,0.073606,0.67,0.28
6058,'2025/11/05 13:15:01:866',35,0.173326,0.075529,0.67,0.28
6059,'2025/11/05 13:15:01:904',35,0.175935,0.07705,0.67,0.28
6060,'2025/11/05 13:15:01:945',35,0.179028,0.079252,0.67,0.28
6061,'2025/11/05 13:15:01:985',35,0.18112,0.08018,0.67,0.28
6062,'2025/11/05 13:15:02:026',35,0.1832,0.080536,0.67,0.28
6063,'2025/11/05 13:15:02:070',35,0.184594,0.081444,0.67,0.28
6064,'2025/11/05 13:15:02:107',35,0.185155,0.082212,0.67,0.28
6065,'2025/11/05 13:15:02:151',35,0.185312,0.081682,0.67,0.28
6066,'2025/11/05 13:15:02:191',35,0.185253,0.082208,0.67,0.28
6067,'2025/11/05 13:15:02:276',35,0.18538,0.081955,0.67,0.28
6068,'2025/11/05 13:15:02:316',35,0.184457,0.081806,0.67,0.28
6069,'2025/11/05 13:15:02:356',35,0.18334,0.082543,0.67,0.28
6070,'2025/11/05 13:15:02:397',35,0.182073,0.083145,0.67,0.28
6071,'2025/11/05 13:15:02:438',35,0.180567,0.084603,0.67,0.28
6072,'2025/11/05 13:15:02:478',35,0.178116,0.085344,0.67,0.28
6073,'2025/11/05 13:15:02:520',35,0.176433,0.085454,0.67,0.28
6074,'2025/11/05 13:15:02:560',35,0.174241,0.085234,0.67,0.28
6075,'2025/11/05 13:15:02:602',35,0.170927,0.085916,0.67,0.28
6076,'2025/11/05 13:15:02:644',35,0.168836,0.088086,0.67,0.28
6077,'2025/11/05 13:15:02:683',35,0.166955,0.089055,0.67,0.28
6078,'2025/11/05 13:15:02:724',35,0.164946,0.090055,0.67,0.28
6079,'2025/11/05 13:15:02:766',35,0.163079,0.090802,0.67,0.28
6080,'2025/11/05 13:15:02:805',35,0.161766,0.09148,0.67,0.28
6081,'2025/11/05 13:15:02:841',35,0.160622,0.091729,0.67,0.28
6082,'2025/11/05 13:15:11:125',36,0.696601,0.074283,0.67,0.53
6083,'2025/11/05 13:15:11:171',36,0.696362,0.074349,0.67,0.53
6084,'2025/11/05 13:15:11:212',36,0.696733,0.074416,0.67,0.53
6085,'2025/11/05 13:15:11:250',36,0.696215,0.074135,0.67,0.53
6086,'2025/11/05 13:15:11:294',36,0.696521,0.074208,0.67,0.53
6087,'2025/11/05 13:15:11:335',36,0.69655,0.075081,0.67,0.53
6088,'2025/11/05 13:15:11:374',36,0.696646,0.074941,0.67,0.53
6089,'2025/11/05 13:15:11:418',36,0.696869,0.074959,0.67,0.53
6090,'2025/11/05 13:15:11:458',36,0.696816,0.07431,0.67,0.53
6091,'2025/11/05 13:15:11:497',36,0.697095,0.074214,0.67,0.53
6092,'2025/11/05 13:15:11:540',36,0.697477,0.074025,0.67,0.53
6093,'2025/11/05 13:15:11:580',36,0.697005,0.073607,0.67,0.53
6094,'2025/11/05 13:15:11:620',36,0.697331,0.074164,0.67,0.53
6095,'2025/11/05 13:15:11:664',36,0.697651,0.074812,0.67,0.53
6096,'2025/11/05 13:15:11:748',36,0.697743,0.074105,0.67,0.53
6097,'2025/11/05 13:15:11:786',36,0.698252,0.074,0.67,0.53
6098,'2025/11/05 13:15:11:825',36,0.698944,0.073876,0.67,0.53
6099,'2025/11/05 13:15:11:869',36,0.698653,0.073559,0.67,0.53
6100,'2025/11/05 13:15:11:905',36,0.698824,0.073766,0.67,0.53
6101,'2025/11/05 13:15:11:948',36,0.69886,0.074002,0.67,0.53
6102,'2025/11/05 13:15:11:991',36,0.698745,0.073884,0.67,0.53
6103,'2025/11/05 13:15:12:020',36,0.698512,0.073429,0.67,0.53
6104,'2025/11/05 13:15:12:074',36,0.698149,0.073339,0.67,0.53
6105,'2025/11/05 13:15:12:115',36,0.698635,0.073313,0.67,0.53
6106,'2025/11/05 13:15:12:155',36,0.698637,0.073904,0.67,0.53
6107,'2025/11/05 13:15:12:194',36,0.698603,0.073987,0.67,0.53
6108,'2025/11/05 13:15:12:237',36,0.698814,0.073857,0.67,0.53
6109,'2025/11/05 13:15:12:277',36,0.698509,0.074022,0.67,0.53
6110,'2025/11/05 13:15:12:317',36,0.698373,0.073884,0.67,0.53
6111,'2025/11/05 13:15:12:402',36,0.69841,0.073979,0.67,0.53
6112,'2025/11/05 13:15:12:442',36,0.698587,0.073713,0.67,0.53
6113,'2025/11/05 13:15:12:478',36,0.698712,0.074233,0.67,0.53
6114,'2025/11/05 13:15:12:525',36,0.698661,0.074326,0.67,0.53
6115,'2025/11/05 13:15:12:565',36,0.698962,0.074327,0.67,0.53
6116,'2025/11/05 13:15:12:600',36,0.698589,0.074158,0.67,0.53
6117,'2025/11/05 13:15:12:645',36,0.698668,0.074164,0.67,0.53
6118,'2025/11/05 13:15:12:692',36,0.698458,0.074656,0.67,0.53
6119,'2025/11/05 13:15:12:727',36,0.699041,0.074563,0.67,0.53
6120,'2025/11/05 13:15:12:772',36,0.698878,0.074574,0.67,0.53
6121,'2025/11/05 13:15:12:811',36,0.699021,0.07473,0.67,0.53
6122,'2025/11/05 13:15:12:851',36,0.699343,0.075097,0.67,0.53
6123,'2025/11/05 13:15:12:895',36,0.699035,0.074881,0.67,0.53
6124,'2025/11/05 13:15:12:933',36,0.698549,0.074359,0.67,0.53
6125,'2025/11/05 13:15:12:973',36,0.698597,0.074388,0.67,0.53
6126,'2025/11/05 13:15:13:015',36,0.698492,0.074169,0.67,0.53
6127,'2025/11/05 13:15:13:100',36,0.698681,0.074921,0.67,0.53
6128,'2025/11/05 13:15:13:141',36,0.698459,0.074001,0.67,0.53
6129,'2025/11/05 13:15:13:179',36,0.698332,0.073877,0.67,0.53
6130,'2025/11/05 13:15:13:220',36,0.698817,0.073756,0.67,0.53
6131,'2025/11/05 13:15:13:263',36,0.698848,0.073633,0.67,0.53
6132,'2025/11/05 13:15:13:303',36,0.698944,0.073326,0.67,0.53
6133,'2025/11/05 13:15:13:344',36,0.698472,0.073,0.67,0.53
6134,'2025/11/05 13:15:13:384',36,0.698612,0.072643,0.67,0.53
6135,'2025/11/05 13:15:13:425',36,0.698188,0.072707,0.67,0.53
6136,'2025/11/05 13:15:13:465',36,0.698001,0.072412,0.67,0.53
6137,'2025/11/05 13:15:13:508',36,0.698316,0.07296,0.67,0.53
6138,'2025/11/05 13:15:13:549',36,0.698484,0.072536,0.67,0.53
6139,'2025/11/05 13:15:13:591',36,0.698757,0.073292,0.67,0.53
6140,'2025/11/05 13:15:13:631',36,0.69859,0.073674,0.67,0.53
6141,'2025/11/05 13:15:13:672',36,0.698313,0.073852,0.67,0.53
6142,'2025/11/05 13:15:13:759',36,0.698477,0.073207,0.67,0.53
6143,'2025/11/05 13:15:13:794',36,0.698213,0.073415,0.67,0.53
6144,'2025/11/05 13:15:13:835',36,0.698103,0.073237,0.67,0.53
6145,'2025/11/05 13:15:13:878',36,0.697907,0.073918,0.67,0.53
6146,'2025/11/05 13:15:13:920',36,0.698008,0.073796,0.67,0.53
6147,'2025/11/05 13:15:13:959',36,0.697875,0.074272,0.67,0.53
6148,'2025/11/05 13:15:14:000',36,0.698105,0.075032,0.67,0.53
6149,'2025/11/05 13:15:14:040',36,0.697976,0.074275,0.67,0.53
6150,'2025/11/05 13:15:14:080',36,0.698462,0.075169,0.67,0.53
6151,'2025/11/05 13:15:14:122',36,0.698466,0.074669,0.67,0.53
6152,'2025/11/05 13:15:14:164',36,0.698868,0.075165,0.67,0.53
6153,'2025/11/05 13:15:14:206',36,0.699031,0.07467,0.67,0.53
6154,'2025/11/05 13:15:14:245',36,0.698901,0.074545,0.67,0.53
6155,'2025/11/05 13:15:14:289',36,0.698916,0.074896,0.67,0.53
6156,'2025/11/05 13:15:14:329',36,0.698898,0.074607,0.67,0.53
6157,'2025/11/05 13:15:14:368',36,0.699336,0.074909,0.67,0.53
6158,'2025/11/05 13:15:14:454',36,0.699197,0.074286,0.67,0.53
6159,'2025/11/05 13:15:14:490',36,0.698966,0.075034,0.67,0.53
6160,'2025/11/05 13:15:14:534',36,0.699737,0.074954,0.67,0.53
6161,'2025/11/05 13:15:14:573',36,0.699098,0.07528,0.67,0.53
6162,'2025/11/05 13:15:14:614',36,0.698795,0.07482,0.67,0.53
6163,'2025/11/05 13:15:14:655',36,0.698895,0.075004,0.67,0.53
6164,'2025/11/05 13:15:14:698',36,0.698945,0.075712,0.67,0.53
6165,'2025/11/05 13:15:14:738',36,0.698924,0.075342,0.67,0.53
6166,'2025/11/05 13:15:14:779',36,0.698495,0.07579,0.67,0.53
6167,'2025/11/05 13:15:14:819',36,0.698832,0.075271,0.67,0.53
6168,'2025/11/05 13:15:14:861',36,0.698835,0.074878,0.67,0.53
6169,'2025/11/05 13:15:14:901',36,0.698607,0.075218,0.67,0.53
6170,'2025/11/05 13:15:14:941',36,0.69862,0.074861,0.67,0.53
6171,'2025/11/05 13:15:14:984',36,0.69815,0.074429,0.67,0.53
6172,'2025/11/05 13:15:15:025',36,0.698097,0.074882,0.67,0.53
6173,'2025/11/05 13:15:15:109',36,0.698386,0.0757,0.67,0.53
6174,'2025/11/05 13:15:15:148',36,0.698146,0.075408,0.67,0.53
6175,'2025/11/05 13:15:15:190',36,0.697538,0.075225,0.67,0.53
6176,'2025/11/05 13:15:15:229',36,0.697884,0.074851,0.67,0.53
6177,'2025/11/05 13:15:15:271',36,0.697948,0.074398,0.67,0.53
6178,'2025/11/05 13:15:15:312',36,0.698023,0.074338,0.67,0.53
6179,'2025/11/05 13:15:15:352',36,0.697783,0.074625,0.67,0.53
6180,'2025/11/05 13:15:15:395',36,0.698102,0.074152,0.67,0.53
6181,'2025/11/05 13:15:15:435',36,0.697517,0.074223,0.67,0.53
6182,'2025/11/05 13:15:15:475',36,0.697369,0.074432,0.67,0.53
6183,'2025/11/05 13:15:15:515',36,0.697943,0.07457,0.67,0.53
6184,'2025/11/05 13:15:15:558',36,0.697967,0.07544,0.67,0.53
6185,'2025/11/05 13:15:15:599',36,0.698084,0.075972,0.67,0.53
6186,'2025/11/05 13:15:15:638',36,0.698063,0.07571,0.67,0.53
6187,'2025/11/05 13:15:15:679',36,0.698079,0.07562,0.67,0.53
6188,'2025/11/05 13:15:15:721',36,0.698412,0.075539,0.67,0.53
6189,'2025/11/05 13:15:15:806',36,0.697917,0.075289,0.67,0.53
6190,'2025/11/05 13:15:15:845',36,0.698324,0.076096,0.67,0.53
6191,'2025/11/05 13:15:15:879',36,0.698206,0.074628,0.67,0.53
6192,'2025/11/05 13:15:15:925',36,0.698021,0.07467,0.67,0.53
6193,'2025/11/05 13:15:15:971',36,0.698212,0.07476,0.67,0.53
6194,'2025/11/05 13:15:16:010',36,0.697653,0.073684,0.67,0.53
6195,'2025/11/05 13:15:16:051',36,0.697787,0.074424,0.67,0.53
6196,'2025/11/05 13:15:16:092',36,0.697819,0.073908,0.67,0.53
6197,'2025/11/05 13:15:16:133',36,0.697685,0.074495,0.67,0.53
6198,'2025/11/05 13:15:16:174',36,0.697835,0.074792,0.67,0.53
6199,'2025/11/05 13:15:16:213',36,0.697257,0.074181,0.67,0.53
6200,'2025/11/05 13:15:16:254',36,0.697737,0.074077,0.67,0.53
6201,'2025/11/05 13:15:16:295',36,0.697743,0.073952,0.67,0.53
6202,'2025/11/05 13:15:16:338',36,0.69811,0.073492,0.67,0.53
6203,'2025/11/05 13:15:16:378',36,0.697489,0.073016,0.67,0.53
6204,'2025/11/05 13:15:16:464',36,0.69775,0.07376,0.67,0.53
6205,'2025/11/05 13:15:16:501',36,0.697546,0.073972,0.67,0.53
6206,'2025/11/05 13:15:16:542',36,0.697946,0.073994,0.67,0.53
6207,'2025/11/05 13:15:16:584',36,0.698034,0.073321,0.67,0.53
6208,'2025/11/05 13:15:16:623',36,0.697945,0.07292,0.67,0.53
6209,'2025/11/05 13:15:16:665',36,0.698095,0.073294,0.67,0.53
6210,'2025/11/05 13:15:16:704',36,0.69819,0.072962,0.67,0.53
6211,'2025/11/05 13:15:16:748',36,0.698216,0.072479,0.67,0.53
6212,'2025/11/05 13:15:16:788',36,0.698196,0.072846,0.67,0.53
6213,'2025/11/05 13:15:16:828',36,0.698645,0.073012,0.67,0.53
6214,'2025/11/05 13:15:16:870',36,0.698478,0.07281,0.67,0.53
6215,'2025/11/05 13:15:16:908',36,0.698496,0.072399,0.67,0.53
6216,'2025/11/05 13:15:16:951',36,0.698567,0.073058,0.67,0.53
6217,'2025/11/05 13:15:16:993',36,0.698169,0.07297,0.67,0.53
6218,'2025/11/05 13:15:17:033',36,0.698542,0.072751,0.67,0.53
6219,'2025/11/05 13:15:17:121',36,0.69825,0.072917,0.67,0.53
6220,'2025/11/05 13:15:17:157',36,0.698143,0.072598,0.67,0.53
6221,'2025/11/05 13:15:17:197',36,0.698092,0.072487,0.67,0.53
6222,'2025/11/05 13:15:17:241',36,0.698422,0.072366,0.67,0.53
6223,'2025/11/05 13:15:17:282',36,0.698151,0.071984,0.67,0.53
6224,'2025/11/05 13:15:17:319',36,0.698106,0.072233,0.67,0.53
6225,'2025/11/05 13:15:17:362',36,0.697527,0.072074,0.67,0.53
6226,'2025/11/05 13:15:17:405',36,0.697757,0.072385,0.67,0.53
6227,'2025/11/05 13:15:17:444',36,0.696647,0.072831,0.67,0.53
6228,'2025/11/05 13:15:17:484',36,0.696418,0.073702,0.67,0.53
6229,'2025/11/05 13:15:17:527',36,0.696973,0.074125,0.67,0.53
6230,'2025/11/05 13:15:17:567',36,0.697441,0.075141,0.67,0.53
6231,'2025/11/05 13:15:17:608',36,0.697348,0.07472,0.67,0.53
6232,'2025/11/05 13:15:17:648',36,0.697113,0.075064,0.67,0.53
6233,'2025/11/05 13:15:17:689',36,0.696743,0.074217,0.67,0.53
6234,'2025/11/05 13:15:17:731',36,0.696827,0.075096,0.67,0.53
6235,'2025/11/05 13:15:17:815',36,0.696381,0.074944,0.67,0.53
6236,'2025/11/05 13:15:17:855',36,0.696573,0.075208,0.67,0.53
6237,'2025/11/05 13:15:17:894',36,0.695937,0.074574,0.67,0.53
6238,'2025/11/05 13:15:17:935',36,0.696006,0.074847,0.67,0.53
6239,'2025/11/05 13:15:17:978',36,0.696444,0.074444,0.67,0.53
6240,'2025/11/05 13:15:18:016',36,0.695885,0.073195,0.67,0.53
6241,'2025/11/05 13:15:18:059',36,0.695989,0.073219,0.67,0.53
6242,'2025/11/05 13:15:18:099',36,0.695843,0.073005,0.67,0.53
6243,'2025/11/05 13:15:18:138',36,0.69566,0.07353,0.67,0.53
6244,'2025/11/05 13:15:18:180',36,0.695744,0.074076,0.67,0.53
6245,'2025/11/05 13:15:18:223',36,0.695744,0.074109,0.67,0.53
6246,'2025/11/05 13:15:18:263',36,0.695962,0.073218,0.67,0.53
6247,'2025/11/05 13:15:18:305',36,0.695536,0.073578,0.67,0.53
6248,'2025/11/05 13:15:18:345',36,0.696285,0.073479,0.67,0.53
6249,'2025/11/05 13:15:18:386',36,0.696404,0.073184,0.67,0.53
6250,'2025/11/05 13:15:18:471',36,0.697284,0.073651,0.67,0.53
6251,'2025/11/05 13:15:18:509',36,0.696904,0.073201,0.67,0.53
6252,'2025/11/05 13:15:18:547',36,0.697203,0.073162,0.67,0.53
6253,'2025/11/05 13:15:18:589',36,0.697186,0.072855,0.67,0.53
6254,'2025/11/05 13:15:18:631',36,0.69724,0.072641,0.67,0.53
6255,'2025/11/05 13:15:18:674',36,0.697381,0.072381,0.67,0.53
6256,'2025/11/05 13:15:18:713',36,0.697486,0.073138,0.67,0.53
6257,'2025/11/05 13:15:18:755',36,0.697521,0.072656,0.67,0.53
6258,'2025/11/05 13:15:18:797',36,0.697048,0.072554,0.67,0.53
6259,'2025/11/05 13:15:18:829',36,0.697457,0.072748,0.67,0.53
6260,'2025/11/05 13:15:18:877',36,0.697371,0.072741,0.67,0.53
6261,'2025/11/05 13:15:18:917',36,0.697053,0.072364,0.67,0.53
6262,'2025/11/05 13:15:18:957',36,0.69687,0.072251,0.67,0.53
6263,'2025/11/05 13:15:19:002',36,0.696905,0.072407,0.67,0.53
6264,'2025/11/05 13:15:19:045',36,0.696963,0.072957,0.67,0.53
6265,'2025/11/05 13:15:19:129',36,0.696575,0.072504,0.67,0.53
6266,'2025/11/05 13:15:19:166',36,0.696817,0.072289,0.67,0.53
6267,'2025/11/05 13:15:19:206',36,0.696644,0.072968,0.67,0.53
6268,'2025/11/05 13:15:19:248',36,0.696144,0.072109,0.67,0.53
6269,'2025/11/05 13:15:19:288',36,0.696429,0.071965,0.67,0.53
6270,'2025/11/05 13:15:19:329',36,0.697226,0.07248,0.67,0.53
6271,'2025/11/05 13:15:19:371',36,0.697023,0.072478,0.67,0.53
6272,'2025/11/05 13:15:19:411',36,0.697688,0.072691,0.67,0.53
6273,'2025/11/05 13:15:19:453',36,0.69755,0.073147,0.67,0.53
6274,'2025/11/05 13:15:19:493',36,0.697587,0.071527,0.67,0.53
6275,'2025/11/05 13:15:19:533',36,0.69732,0.071641,0.67,0.53
6276,'2025/11/05 13:15:19:575',36,0.698042,0.071731,0.67,0.53
6277,'2025/11/05 13:15:19:617',36,0.698717,0.072779,0.67,0.53
6278,'2025/11/05 13:15:19:656',36,0.698819,0.071988,0.67,0.53
6279,'2025/11/05 13:15:19:695',36,0.699016,0.072514,0.67,0.53
6280,'2025/11/05 13:15:19:736',36,0.699012,0.070666,0.67,0.53
6302,'2025/11/05 13:15:34:125',38,0.908646,0.006139,0.67,0.63
6303,'2025/11/05 13:15:34:174',38,0.910276,0.006536,0.67,0.63
6304,'2025/11/05 13:15:34:210',38,0.907853,0.010175,0.67,0.63
6305,'2025/11/05 13:15:34:253',38,0.90922,0.007921,0.67,0.63
6306,'2025/11/05 13:15:34:294',38,0.910217,0.007606,0.67,0.63
6307,'2025/11/05 13:15:34:335',38,0.911167,0.005998,0.67,0.63
6308,'2025/11/05 13:15:34:374',38,0.910291,0.007865,0.67,0.63
6309,'2025/11/05 13:15:34:418',38,0.91292,0.008748,0.67,0.63
6310,'2025/11/05 13:15:34:459',38,0.913697,0.008058,0.67,0.63
6311,'2025/11/05 13:15:34:500',38,0.912893,0.015164,0.67,0.63
6312,'2025/11/05 13:15:34:541',38,0.913387,0.012319,0.67,0.63
6313,'2025/11/05 13:15:34:582',38,0.913352,0.01393,0.67,0.63
6314,'2025/11/05 13:15:34:665',38,0.913605,0.014552,0.67,0.63
6315,'2025/11/05 13:15:34:706',38,0.91481,0.015948,0.67,0.63
6316,'2025/11/05 13:15:34:747',38,0.912705,0.013905,0.67,0.63
6317,'2025/11/05 13:15:34:785',38,0.913262,0.013384,0.67,0.63
6318,'2025/11/05 13:15:34:829',38,0.912062,0.012973,0.67,0.63
6319,'2025/11/05 13:15:34:870',38,0.911758,0.010553,0.67,0.63
6320,'2025/11/05 13:15:34:909',38,0.911217,0.013633,0.67,0.63
6321,'2025/11/05 13:15:34:951',38,0.912562,0.011714,0.67,0.63
6322,'2025/11/05 13:15:34:992',38,0.911654,0.013326,0.67,0.63
6323,'2025/11/05 13:15:35:033',38,0.913807,0.012778,0.67,0.63
6324,'2025/11/05 13:15:35:073',38,0.913934,0.015475,0.67,0.63
6325,'2025/11/05 13:15:35:114',38,0.913266,0.014512,0.67,0.63
6326,'2025/11/05 13:15:35:156',38,0.91436,0.014896,0.67,0.63
6327,'2025/11/05 13:15:35:199',38,0.91531,0.015546,0.67,0.63
6328,'2025/11/05 13:15:35:238',38,0.914996,0.016682,0.67,0.63
6329,'2025/11/05 13:15:35:278',38,0.914577,0.019713,0.67,0.63
6330,'2025/11/05 13:15:35:361',38,0.916508,0.02392,0.67,0.63
6331,'2025/11/05 13:15:35:400',38,0.914288,0.024498,0.67,0.63
6332,'2025/11/05 13:15:35:442',38,0.914106,0.023701,0.67,0.63
6333,'2025/11/05 13:15:35:481',38,0.914316,0.024749,0.67,0.63
6334,'2025/11/05 13:15:35:524',38,0.912941,0.024755,0.67,0.63
6335,'2025/11/05 13:15:35:567',38,0.910379,0.021118,0.67,0.63
6336,'2025/11/05 13:15:35:602',38,0.911003,0.02199,0.67,0.63
6337,'2025/11/05 13:15:35:649',38,0.909786,0.020609,0.67,0.63
6338,'2025/11/05 13:15:35:688',38,0.908742,0.021022,0.67,0.63
6339,'2025/11/05 13:15:35:729',38,0.909856,0.019815,0.67,0.63
6340,'2025/11/05 13:15:35:772',38,0.909582,0.020169,0.67,0.63
6341,'2025/11/05 13:15:35:811',38,0.908075,0.0148,0.67,0.63
6342,'2025/11/05 13:15:35:852',38,0.911173,0.020018,0.67,0.63
6343,'2025/11/05 13:15:35:895',38,0.909887,0.020467,0.67,0.63
6344,'2025/11/05 13:15:35:934',38,0.91209,0.022352,0.67,0.63
6345,'2025/11/05 13:15:35:975',38,0.90978,0.019556,0.67,0.63
6346,'2025/11/05 13:15:36:060',38,0.912559,0.022088,0.67,0.63
6347,'2025/11/05 13:15:36:100',38,0.911991,0.021,0.67,0.63
6348,'2025/11/05 13:15:36:138',38,0.911389,0.019743,0.67,0.63
6349,'2025/11/05 13:15:36:180',38,0.909506,0.018021,0.67,0.63
6350,'2025/11/05 13:15:36:219',38,0.909088,0.018509,0.67,0.63
6351,'2025/11/05 13:15:36:260',38,0.907321,0.013471,0.67,0.63
6352,'2025/11/05 13:15:36:304',38,0.906933,0.010407,0.67,0.63
6353,'2025/11/05 13:15:36:344',38,0.90554,0.005158,0.67,0.63
6354,'2025/11/05 13:15:36:387',38,0.905557,0.008684,0.67,0.63
6355,'2025/11/05 13:15:36:427',38,0.905685,0.006099,0.67,0.63
6356,'2025/11/05 13:15:36:467',38,0.903435,0.005645,0.67,0.63
6357,'2025/11/05 13:15:36:509',38,0.903663,0.008458,0.67,0.63
6358,'2025/11/05 13:15:36:550',38,0.902803,0.011491,0.67,0.63
6359,'2025/11/05 13:15:36:587',38,0.902324,0.011934,0.67,0.63
6360,'2025/11/05 13:15:36:631',38,0.902295,0.010741,0.67,0.63
6361,'2025/11/05 13:15:36:712',38,0.902094,0.012758,0.67,0.63
6362,'2025/11/05 13:15:36:758',38,0.901115,0.00883,0.67,0.63
6363,'2025/11/05 13:15:36:792',38,0.901536,0.011521,0.67,0.63
6364,'2025/11/05 13:15:36:835',38,0.900897,0.009028,0.67,0.63
6365,'2025/11/05 13:15:36:878',38,0.901187,0.009991,0.67,0.63
6366,'2025/11/05 13:15:36:919',38,0.900666,0.010453,0.67,0.63
6367,'2025/11/05 13:15:36:959',38,0.901898,0.010604,0.67,0.63
6368,'2025/11/05 13:15:37:001',38,0.89995,0.009379,0.67,0.63
6369,'2025/11/05 13:15:37:041',38,0.898751,0.010556,0.67,0.63
6370,'2025/11/05 13:15:37:081',38,0.898338,0.010739,0.67,0.63
6371,'2025/11/05 13:15:37:125',38,0.899241,0.00786,0.67,0.63
6372,'2025/11/05 13:15:37:164',38,0.898501,0.007835,0.67,0.63
6373,'2025/11/05 13:15:37:206',38,0.898774,0.010217,0.67,0.63
6374,'2025/11/05 13:15:37:247',38,0.897398,0.006809,0.67,0.63
6375,'2025/11/05 13:15:37:287',38,0.898033,0.009237,0.67,0.63
6376,'2025/11/05 13:15:37:372',38,0.89786,0.010191,0.67,0.63
6377,'2025/11/05 13:15:37:411',38,0.89836,0.00773,0.67,0.63
6378,'2025/11/05 13:15:37:452',38,0.899481,0.009411,0.67,0.63
6379,'2025/11/05 13:15:37:492',38,0.899334,0.007944,0.67,0.63
6380,'2025/11/05 13:15:37:533',38,0.898448,0.008707,0.67,0.63
6381,'2025/11/05 13:15:37:573',38,0.898559,0.008843,0.67,0.63
6382,'2025/11/05 13:15:37:617',38,0.897522,0.006745,0.67,0.63
6383,'2025/11/05 13:15:37:657',38,0.899543,0.007386,0.67,0.63
6384,'2025/11/05 13:15:37:697',38,0.899721,0.008539,0.67,0.63
6385,'2025/11/05 13:15:37:740',38,0.897646,0.008827,0.67,0.63
6386,'2025/11/05 13:15:37:780',38,0.898724,0.008164,0.67,0.63
6387,'2025/11/05 13:15:37:820',38,0.898769,0.009668,0.67,0.63
6388,'2025/11/05 13:15:37:861',38,0.898391,0.007896,0.67,0.63
6389,'2025/11/05 13:15:37:904',38,0.897617,0.00974,0.67,0.63
6390,'2025/11/05 13:15:37:943',38,0.898452,0.010926,0.67,0.63
6391,'2025/11/05 13:15:37:985',38,0.897558,0.009119,0.67,0.63
6392,'2025/11/05 13:15:38:063',38,0.897911,0.008633,0.67,0.63
6393,'2025/11/05 13:15:38:108',38,0.897322,0.009496,0.67,0.63
6394,'2025/11/05 13:15:38:145',38,0.89784,0.008782,0.67,0.63
6395,'2025/11/05 13:15:38:191',38,0.896948,0.010369,0.67,0.63
6396,'2025/11/05 13:15:38:231',38,0.896936,0.010938,0.67,0.63
6397,'2025/11/05 13:15:38:271',38,0.89685,0.009726,0.67,0.63
6398,'2025/11/05 13:15:38:312',38,0.897467,0.008251,0.67,0.63
6399,'2025/11/05 13:15:38:353',38,0.897575,0.010063,0.67,0.63
6400,'2025/11/05 13:15:38:393',38,0.89802,0.011664,0.67,0.63
6401,'2025/11/05 13:15:38:437',38,0.897245,0.010037,0.67,0.63
6402,'2025/11/05 13:15:38:474',38,0.897224,0.012423,0.67,0.63
6403,'2025/11/05 13:15:38:520',38,0.897879,0.010086,0.67,0.63
6404,'2025/11/05 13:15:38:557',38,0.895934,0.012702,0.67,0.63
6405,'2025/11/05 13:15:38:597',38,0.897818,0.011828,0.67,0.63
6406,'2025/11/05 13:15:38:642',38,0.898981,0.009903,0.67,0.63
6407,'2025/11/05 13:15:38:725',38,0.897814,0.009403,0.67,0.63
6408,'2025/11/05 13:15:38:765',38,0.897146,0.010772,0.67,0.63
6409,'2025/11/05 13:15:38:804',38,0.898198,0.010785,0.67,0.63
6410,'2025/11/05 13:15:38:844',38,0.897348,0.01083,0.67,0.63
6411,'2025/11/05 13:15:38:887',38,0.896427,0.01126,0.67,0.63
6412,'2025/11/05 13:15:38:929',38,0.898977,0.013699,0.67,0.63
6413,'2025/11/05 13:15:38:969',38,0.898069,0.006772,0.67,0.63
6414,'2025/11/05 13:15:39:010',38,0.898899,0.011337,0.67,0.63
