@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
4974,'2025/11/05 13:12:34:128',29,0.853548,0.224772,0.62,0.63
4975,'2025/11/05 13:12:34:170',29,0.853512,0.224604,0.62,0.63
4976,'2025/11/05 13:12:34:210',29,0.853681,0.224665,0.62,0.63
4977,'2025/11/05 13:12:34:252',29,0.853715,0.224871,0.62,0.63
4978,'2025/11/05 13:12:34:293',29,0.853823,0.225284,0.62,0.63
4979,'2025/11/05 13:12:34:335',29,0.85383,0.224865,0.62,0.63
4980,'2025/11/05 13:12:34:417',29,0.853532,0.224599,0.62,0.63
4981,'2025/11/05 13:12:34:455',29,0.853714,0.224547,0.62,0.63
4982,'2025/11/05 13:12:34:498',29,0.853819,0.225101,0.62,0.63
4983,'2025/11/05 13:12:34:537',29,0.853663,0.225081,0.62,0.63
4984,'2025/11/05 13:12:34:579',29,0.853787,0.224561,0.62,0.63
4985,'2025/11/05 13:12:34:620',29,0.853646,0.224547,0.62,0.63
4986,'2025/11/05 13:12:34:661',29,0.853631,0.224711,0.62,0.63
4987,'2025/11/05 13:12:34:704',29,0.853807,0.224579,0.62,0.63
4988,'2025/11/05 13:12:34:743',29,0.853752,0.224522,0.62,0.63
4989,'2025/11/05 13:12:34:784',29,0.853571,0.224691,0.62,0.63
4990,'2025/11/05 13:12:34:825',29,0.853602,0.224494,0.62,0.63
4991,'2025/11/05 13:12:34:867',29,0.853568,0.224564,0.62,0.63
4992,'2025/11/05 13:12:34:908',29,0.853725,0.224605,0.62,0.63
4993,'2025/11/05 13:12:34:949',29,0.853542,0.224763,0.62,0.63
4994,'2025/11/05 13:12:35:031',29,0.853844,0.224871,0.62,0.63
4995,'2025/11/05 13:12:35:071',29,0.853827,0.224397,0.62,0.63
4996,'2025/11/05 13:12:35:112',29,0.854046,0.223957,0.62,0.63
4997,'2025/11/05 13:12:35:153',29,0.854103,0.224425,0.62,0.63
4998,'2025/11/05 13:12:35:195',29,0.854104,0.22467,0.62,0.63
4999,'2025/11/05 13:12:35:233',29,0.85383,0.224732,0.62,0.63
5000,'2025/11/05 13:12:35:274',29,0.853919,0.22471,0.62,0.63
5001,'2025/11/05 13:12:35:316',29,0.854104,0.224587,0.62,0.63
5002,'2025/11/05 13:12:35:358',29,0.854061,0.224664,0.62,0.63
5003,'2025/11/05 13:12:35:399',29,0.854212,0.225152,0.62,0.63
5004,'2025/11/05 13:12:35:440',29,0.853925,0.22475,0.62,0.63
5005,'2025/11/05 13:12:35:481',29,0.853987,0.225113,0.62,0.63
5006,'2025/11/05 13:12:35:522',29,0.853844,0.224639,0.62,0.63
5007,'2025/11/05 13:12:35:563',29,0.853731,0.22424,0.62,0.63
5008,'2025/11/05 13:12:35:648',29,0.853695,0.22447,0.62,0.63
5009,'2025/11/05 13:12:35:687',29,0.854034,0.225046,0.62,0.63
5010,'2025/11/05 13:12:35:726',29,0.853914,0.225034,0.62,0.63
5011,'2025/11/05 13:12:35:769',29,0.85383,0.225315,0.62,0.63
5012,'2025/11/05 13:12:35:809',29,0.854225,0.225022,0.62,0.63
5013,'2025/11/05 13:12:35:850',29,0.854069,0.224598,0.62,0.63
5014,'2025/11/05 13:12:35:891',29,0.854262,0.224553,0.62,0.63
5015,'2025/11/05 13:12:35:932',29,0.854457,0.224773,0.62,0.63
5016,'2025/11/05 13:12:35:973',29,0.8543,0.224474,0.62,0.63
5017,'2025/11/05 13:12:36:015',29,0.85455,0.223748,0.62,0.63
5018,'2025/11/05 13:12:36:056',29,0.854748,0.225077,0.62,0.63
5019,'2025/11/05 13:12:36:096',29,0.854359,0.224492,0.62,0.63
5020,'2025/11/05 13:12:36:138',29,0.854618,0.22443,0.62,0.63
5021,'2025/11/05 13:12:36:179',29,0.854547,0.224027,0.62,0.63
5022,'2025/11/05 13:12:36:263',29,0.854413,0.224011,0.62,0.63
5023,'2025/11/05 13:12:36:301',29,0.854441,0.223863,0.62,0.63
5024,'2025/11/05 13:12:36:341',29,0.854657,0.223936,0.62,0.63
5025,'2025/11/05 13:12:36:384',29,0.854317,0.224128,0.62,0.63
5026,'2025/11/05 13:12:36:423',29,0.854441,0.224517,0.62,0.63
5027,'2025/11/05 13:12:36:465',29,0.854367,0.224275,0.62,0.63
5028,'2025/11/05 13:12:36:506',29,0.854471,0.224416,0.62,0.63
5029,'2025/11/05 13:12:36:547',29,0.854072,0.224036,0.62,0.63
5030,'2025/11/05 13:12:36:588',29,0.853867,0.224293,0.62,0.63
5031,'2025/11/05 13:12:36:629',29,0.853908,0.224371,0.62,0.63
5032,'2025/11/05 13:12:36:670',29,0.853622,0.224849,0.62,0.63
5033,'2025/11/05 13:12:36:712',29,0.853659,0.224803,0.62,0.63
5034,'2025/11/05 13:12:36:752',29,0.853361,0.224431,0.62,0.63
5035,'2025/11/05 13:12:36:795',29,0.853183,0.224321,0.62,0.63
5036,'2025/11/05 13:12:36:875',29,0.853446,0.224388,0.62,0.63
5037,'2025/11/05 13:12:36:916',29,0.853419,0.224968,0.62,0.63
5038,'2025/11/05 13:12:36:957',29,0.8533,0.224732,0.62,0.63
5039,'2025/11/05 13:12:36:999',29,0.853242,0.224497,0.62,0.63
5040,'2025/11/05 13:12:37:040',29,0.853425,0.22501,0.62,0.63
5041,'2025/11/05 13:12:37:080',29,0.853383,0.224937,0.62,0.63
5042,'2025/11/05 13:12:37:122',29,0.853266,0.225215,0.62,0.63
5043,'2025/11/05 13:12:37:163',29,0.853293,0.225168,0.62,0.63
5044,'2025/11/05 13:12:37:203',29,0.853165,0.225458,0.62,0.63
5045,'2025/11/05 13:12:37:244',29,0.852928,0.225103,0.62,0.63
5046,'2025/11/05 13:12:37:286',29,0.853082,0.225935,0.62,0.63
5047,'2025/11/05 13:12:37:327',29,0.852909,0.224419,0.62,0.63
5048,'2025/11/05 13:12:37:368',29,0.853034,0.225591,0.62,0.63
5049,'2025/11/05 13:12:37:409',29,0.853234,0.225745,0.62,0.63
5050,'2025/11/05 13:12:37:491',29,0.853192,0.225642,0.62,0.63
5051,'2025/11/05 13:12:37:530',29,0.853087,0.225456,0.62,0.63
5052,'2025/11/05 13:12:37:572',29,0.852964,0.22522,0.62,0.63
5053,'2025/11/05 13:12:37:614',29,0.853261,0.225612,0.62,0.63
5054,'2025/11/05 13:12:37:655',29,0.853148,0.225402,0.62,0.63
5055,'2025/11/05 13:12:37:696',29,0.853194,0.225941,0.62,0.63
5056,'2025/11/05 13:12:37:736',29,0.85279,0.224873,0.62,0.63
5057,'2025/11/05 13:12:37:778',29,0.853209,0.224795,0.62,0.63
5058,'2025/11/05 13:12:37:818',29,0.853096,0.225314,0.62,0.63
5059,'2025/11/05 13:12:37:859',29,0.853041,0.225979,0.62,0.63
5060,'2025/11/05 13:12:37:901',29,0.853015,0.22573,0.62,0.63
5061,'2025/11/05 13:12:37:941',29,0.853023,0.226241,0.62,0.63
5062,'2025/11/05 13:12:37:982',29,0.853178,0.225482,0.62,0.63
5063,'2025/11/05 13:12:38:025',29,0.853043,0.225536,0.62,0.63
5064,'2025/11/05 13:12:38:107',29,0.85292,0.225912,0.62,0.63
5065,'2025/11/05 13:12:38:147',29,0.853126,0.225312,0.62,0.63
5066,'2025/11/05 13:12:38:186',29,0.852938,0.225498,0.62,0.63
5067,'2025/11/05 13:12:38:228',29,0.852817,0.225148,0.62,0.63
5068,'2025/11/05 13:12:38:270',29,0.852912,0.225802,0.62,0.63
5069,'2025/11/05 13:12:38:308',29,0.852877,0.225542,0.62,0.63
5070,'2025/11/05 13:12:38:349',29,0.852866,0.224807,0.62,0.63
5071,'2025/11/05 13:12:38:391',29,0.852676,0.225883,0.62,0.63
5072,'2025/11/05 13:12:38:431',29,0.852854,0.225513,0.62,0.63
5073,'2025/11/05 13:12:38:474',29,0.852839,0.225431,0.62,0.63
5074,'2025/11/05 13:12:38:516',29,0.852806,0.226079,0.62,0.63
5075,'2025/11/05 13:12:38:557',29,0.85298,0.225603,0.62,0.63
5076,'2025/11/05 13:12:38:598',29,0.852908,0.225656,0.62,0.63
5077,'2025/11/05 13:12:38:639',29,0.852643,0.225452,0.62,0.63
5078,'2025/11/05 13:12:38:722',29,0.852642,0.2255,0.62,0.63
5079,'2025/11/05 13:12:43:354',30,0.961082,0.214469,0.62,0.66
5080,'2025/11/05 13:12:43:395',30,0.960922,0.214306,0.62,0.66
5081,'2025/11/05 13:12:43:436',30,0.960653,0.2141,0.62,0.66
5082,'2025/11/05 13:12:43:477',30,0.960989,0.214539,0.62,0.66
5083,'2025/11/05 13:12:43:518',30,0.96044,0.214249,0.62,0.66
5084,'2025/11/05 13:12:43:558',30,0.960598,0.214391,0.62,0.66
5085,'2025/11/05 13:12:43:600',30,0.960361,0.213691,0.62,0.66
5086,'2025/11/05 13:12:43:682',30,0.960526,0.21427,0.62,0.66
5087,'2025/11/05 13:12:43:722',30,0.960595,0.214602,0.62,0.66
5088,'2025/11/05 13:12:43:763',30,0.960163,0.214151,0.62,0.66
5089,'2025/11/05 13:12:43:804',30,0.96012,0.213995,0.62,0.66
5090,'2025/11/05 13:12:43:846',30,0.959928,0.214017,0.62,0.66
5091,'2025/11/05 13:12:43:886',30,0.959659,0.214358,0.62,0.66
5092,'2025/11/05 13:12:43:929',30,0.960064,0.214383,0.62,0.66
5093,'2025/11/05 13:12:43:967',30,0.959817,0.213926,0.62,0.66
5094,'2025/11/05 13:12:44:009',30,0.96002,0.21439,0.62,0.66
5095,'2025/11/05 13:12:44:050',30,0.959828,0.214647,0.62,0.66
5096,'2025/11/05 13:12:44:091',30,0.959541,0.214916,0.62,0.66
5097,'2025/11/05 13:12:44:132',30,0.959216,0.214952,0.62,0.66
5098,'2025/11/05 13:12:44:173',30,0.959121,0.215041,0.62,0.66
5099,'2025/11/05 13:12:44:214',30,0.958943,0.215091,0.62,0.66
5100,'2025/11/05 13:12:44:298',30,0.958396,0.214966,0.62,0.66
5101,'2025/11/05 13:12:44:338',30,0.958141,0.214793,0.62,0.66
5102,'2025/11/05 13:12:44:379',30,0.958026,0.214594,0.62,0.66
5103,'2025/11/05 13:12:44:420',30,0.957484,0.21504,0.62,0.66
5104,'2025/11/05 13:12:44:460',30,0.956948,0.21479,0.62,0.66
5105,'2025/11/05 13:12:44:501',30,0.956846,0.215526,0.62,0.66
5106,'2025/11/05 13:12:44:544',30,0.956586,0.21562,0.62,0.66
5107,'2025/11/05 13:12:44:584',30,0.956837,0.215517,0.62,0.66
5108,'2025/11/05 13:12:44:622',30,0.956436,0.215787,0.62,0.66
5109,'2025/11/05 13:12:44:665',30,0.95661,0.215675,0.62,0.66
5110,'2025/11/05 13:12:44:705',30,0.956646,0.215979,0.62,0.66
5111,'2025/11/05 13:12:44:747',30,0.956401,0.216321,0.62,0.66
5112,'2025/11/05 13:12:44:791',30,0.955974,0.21624,0.62,0.66
5113,'2025/11/05 13:12:44:829',30,0.95625,0.216543,0.62,0.66
5114,'2025/11/05 13:12:44:913',30,0.955789,0.216786,0.62,0.66
5115,'2025/11/05 13:12:44:952',30,0.955843,0.216577,0.62,0.66
5116,'2025/11/05 13:12:44:993',30,0.95566,0.216461,0.62,0.66
5117,'2025/11/05 13:12:45:034',30,0.955897,0.216929,0.62,0.66
5118,'2025/11/05 13:12:45:074',30,0.955985,0.216922,0.62,0.66
5119,'2025/11/05 13:12:45:118',30,0.955714,0.217306,0.62,0.66
5120,'2025/11/05 13:12:45:157',30,0.956039,0.218067,0.62,0.66
5121,'2025/11/05 13:12:45:195',30,0.955993,0.217855,0.62,0.66
5122,'2025/11/05 13:12:45:239',30,0.955448,0.218061,0.62,0.66
5123,'2025/11/05 13:12:45:281',30,0.955774,0.21806,0.62,0.66
5124,'2025/11/05 13:12:45:321',30,0.955346,0.217307,0.62,0.66
5125,'2025/11/05 13:12:45:363',30,0.955293,0.218113,0.62,0.66
5126,'2025/11/05 13:12:45:403',30,0.955062,0.218317,0.62,0.66
5127,'2025/11/05 13:12:45:444',30,0.955021,0.21837,0.62,0.66
5128,'2025/11/05 13:12:45:529',30,0.954884,0.218205,0.62,0.66
5129,'2025/11/05 13:12:45:568',30,0.954674,0.217856,0.62,0.66
5130,'2025/11/05 13:12:45:609',30,0.954513,0.218107,0.62,0.66
5131,'2025/11/05 13:12:45:649',30,0.954694,0.217992,0.62,0.66
5132,'2025/11/05 13:12:45:689',30,0.95482,0.218195,0.62,0.66
5133,'2025/11/05 13:12:45:733',30,0.954696,0.21862,0.62,0.66
5134,'2025/11/05 13:12:45:772',30,0.954654,0.218766,0.62,0.66
5135,'2025/11/05 13:12:45:813',30,0.954891,0.218786,0.62,0.66
5136,'2025/11/05 13:12:45:853',30,0.954962,0.218693,0.62,0.66
5137,'2025/11/05 13:12:45:895',30,0.954703,0.218645,0.62,0.66
5138,'2025/11/05 13:12:45:936',30,0.954511,0.218459,0.62,0.66
5139,'2025/11/05 13:12:45:978',30,0.954639,0.218727,0.62,0.66
5140,'2025/11/05 13:12:46:019',30,0.954619,0.218593,0.62,0.66
5141,'2025/11/05 13:12:46:060',30,0.954298,0.218399,0.62,0.66
5142,'2025/11/05 13:12:46:102',30,0.954419,0.218038,0.62,0.66
5143,'2025/11/05 13:12:46:184',30,0.954322,0.218979,0.62,0.66
5144,'2025/11/05 13:12:46:223',30,0.954367,0.218275,0.62,0.66
5145,'2025/11/05 13:12:46:265',30,0.954141,0.218368,0.62,0.66
5146,'2025/11/05 13:12:46:305',30,0.954241,0.217977,0.62,0.66
5147,'2025/11/05 13:12:46:347',30,0.954384,0.218026,0.62,0.66
5148,'2025/11/05 13:12:46:387',30,0.954498,0.218465,0.62,0.66
5149,'2025/11/05 13:12:46:428',30,0.954365,0.218209,0.62,0.66
5150,'2025/11/05 13:12:46:469',30,0.954423,0.218392,0.62,0.66
5151,'2025/11/05 13:12:46:510',30,0.954587,0.218305,0.62,0.66
5152,'2025/11/05 13:12:46:552',30,0.954531,0.218603,0.62,0.66
5153,'2025/11/05 13:12:46:593',30,0.954475,0.218426,0.62,0.66
5154,'2025/11/05 13:12:46:633',30,0.954125,0.218202,0.62,0.66
5155,'2025/11/05 13:12:46:675',30,0.954288,0.218098,0.62,0.66
5156,'2025/11/05 13:12:46:716',30,0.954361,0.218535,0.62,0.66
5157,'2025/11/05 13:12:46:795',30,0.95429,0.21861,0.62,0.66
5158,'2025/11/05 13:12:46:839',30,0.954364,0.2187,0.62,0.66
5159,'2025/11/05 13:12:46:878',30,0.954193,0.218689,0.62,0.66
5160,'2025/11/05 13:12:46:919',30,0.954124,0.218578,0.62,0.66
5161,'2025/11/05 13:12:46:961',30,0.953867,0.218278,0.62,0.66
5162,'2025/11/05 13:12:47:002',30,0.954172,0.218263,0.62,0.66
5163,'2025/11/05 13:12:47:043',30,0.954046,0.218746,0.62,0.66
5164,'2025/11/05 13:12:47:084',30,0.954065,0.218787,0.62,0.66
5165,'2025/11/05 13:12:47:125',30,0.953928,0.218619,0.62,0.66
5166,'2025/11/05 13:12:47:167',30,0.953912,0.218985,0.62,0.66
5167,'2025/11/05 13:12:47:207',30,0.953742,0.218392,0.62,0.66
5168,'2025/11/05 13:12:47:250',30,0.95366,0.218791,0.62,0.66
5169,'2025/11/05 13:12:47:289',30,0.953693,0.218889,0.62,0.66
5170,'2025/11/05 13:12:47:330',30,0.953711,0.218678,0.62,0.66
5171,'2025/11/05 13:12:47:415',30,0.953814,0.21874,0.62,0.66
5172,'2025/11/05 13:12:47:453',30,0.953806,0.218925,0.62,0.66
5173,'2025/11/05 13:12:47:494',30,0.953896,0.219018,0.62,0.66
5174,'2025/11/05 13:12:47:536',30,0.953758,0.219218,0.62,0.66
5175,'2025/11/05 13:12:47:578',30,0.953707,0.219148,0.62,0.66
5176,'2025/11/05 13:12:47:616',30,0.953727,0.219081,0.62,0.66
5177,'2025/11/05 13:12:47:658',30,0.953872,0.218895,0.62,0.66
5178,'2025/11/05 13:12:47:698',30,0.953545,0.218598,0.62,0.66
5179,'2025/11/05 13:12:47:740',30,0.953524,0.218324,0.62,0.66
5180,'2025/11/05 13:12:47:782',30,0.953533,0.218858,0.62,0.66
5181,'2025/11/05 13:12:47:823',30,0.953882,0.218752,0.62,0.66
5182,'2025/11/05 13:12:47:865',30,0.953467,0.218504,0.62,0.66
5183,'2025/11/05 13:12:47:905',30,0.95355,0.219091,0.62,0.66
5184,'2025/11/05 13:12:47:946',30,0.953726,0.21901,0.62,0.66
5185,'2025/11/05 13:12:48:027',30,0.953819,0.218952,0.62,0.66
5186,'2025/11/05 13:12:48:069',30,0.953728,0.218815,0.62,0.66
5187,'2025/11/05 13:12:48:109',30,0.953604,0.219021,0.62,0.66
5188,'2025/11/05 13:12:48:150',30,0.953682,0.218797,0.62,0.66
5189,'2025/11/05 13:12:48:191',30,0.953308,0.218892,0.62,0.66
5190,'2025/11/05 13:12:48:231',30,0.953623,0.218774,0.62,0.66
5191,'2025/11/05 13:12:48:274',30,0.95325,0.218898,0.62,0.66
5192,'2025/11/05 13:12:48:314',30,0.953411,0.21867,0.62,0.66
5193,'2025/11/05 13:12:48:355',30,0.953268,0.218613,0.62,0.66
5194,'2025/11/05 13:12:48:396',30,0.953025,0.21873,0.62,0.66
5195,'2025/11/05 13:12:48:437',30,0.953251,0.218938,0.62,0.66
5196,'2025/11/05 13:12:48:478',30,0.953415,0.21914,0.62,0.66
5197,'2025/11/05 13:12:48:519',30,0.953211,0.21905,0.62,0.66
5198,'2025/11/05 13:12:48:561',30,0.953337,0.218755,0.62,0.66
5199,'2025/11/05 13:12:48:644',30,0.953318,0.218258,0.62,0.66
5200,'2025/11/05 13:12:48:684',30,0.953329,0.219082,0.62,0.66
5201,'2025/11/05 13:12:48:723',30,0.953208,0.218787,0.62,0.66
5202,'2025/11/05 13:12:48:766',30,0.952954,0.218761,0.62,0.66
5203,'2025/11/05 13:12:48:807',30,0.953032,0.21864,0.62,0.66
5204,'2025/11/05 13:12:48:846',30,0.953166,0.219015,0.62,0.66
5205,'2025/11/05 13:12:48:889',30,0.953116,0.218926,0.62,0.66
5206,'2025/11/05 13:12:48:929',30,0.953046,0.2188,0.62,0.66
5207,'2025/11/05 13:12:48:969',30,0.952942,0.218889,0.62,0.66
5208,'2025/11/05 13:12:49:011',30,0.953049,0.219309,0.62,0.66
5209,'2025/11/05 13:12:49:052',30,0.953109,0.219346,0.62,0.66
5210,'2025/11/05 13:12:49:094',30,0.952621,0.219186,0.62,0.66
5211,'2025/11/05 13:12:49:135',30,0.952651,0.219177,0.62,0.66
5212,'2025/11/05 13:12:49:175',30,0.952804,0.219044,0.62,0.66
5213,'2025/11/05 13:12:49:258',30,0.952579,0.219389,0.62,0.66
5214,'2025/11/05 13:12:49:299',30,0.952297,0.219361,0.62,0.66
5215,'2025/11/05 13:12:49:340',30,0.952218,0.21915,0.62,0.66
5216,'2025/11/05 13:12:49:381',30,0.951971,0.219571,0.62,0.66
5217,'2025/11/05 13:12:49:421',30,0.951635,0.219211,0.62,0.66
5218,'2025/11/05 13:12:49:462',30,0.951098,0.21944,0.62,0.66
5219,'2025/11/05 13:12:49:503',30,0.950438,0.219623,0.62,0.66
5220,'2025/11/05 13:12:49:544',30,0.94989,0.219411,0.62,0.66
5221,'2025/11/05 13:12:49:586',30,0.948416,0.220114,0.62,0.66
5222,'2025/11/05 13:12:49:627',30,0.947186,0.21977,0.62,0.66
5223,'2025/11/05 13:12:49:667',30,0.945599,0.22092,0.62,0.66
5224,'2025/11/05 13:12:49:709',30,0.944837,0.221652,0.62,0.66
5225,'2025/11/05 13:12:49:750',30,0.943579,0.222184,0.62,0.66
5226,'2025/11/05 13:12:49:790',30,0.942831,0.221452,0.62,0.66
5227,'2025/11/05 13:12:49:832',30,0.941901,0.222196,0.62,0.66
5228,'2025/11/05 13:12:49:914',30,0.940887,0.22201,0.62,0.66
5229,'2025/11/05 13:12:49:954',30,0.940445,0.222318,0.62,0.66
5230,'2025/11/05 13:12:49:995',30,0.939242,0.222023,0.62,0.66
5231,'2025/11/05 13:12:50:036',30,0.939095,0.223032,0.62,0.66
5232,'2025/11/05 13:12:50:077',30,0.938757,0.222541,0.62,0.66
5233,'2025/11/05 13:12:50:119',30,0.938897,0.222811,0.62,0.66
5234,'2025/11/05 13:12:50:160',30,0.939505,0.222544,0.62,0.66
5235,'2025/11/05 13:12:50:200',30,0.940302,0.222866,0.62,0.66
5236,'2025/11/05 13:12:50:241',30,0.940974,0.222933,0.62,0.66
5237,'2025/11/05 13:12:50:283',30,0.942095,0.222935,0.62,0.66
5238,'2025/11/05 13:12:50:323',30,0.943043,0.222587,0.62,0.66
5239,'2025/11/05 13:12:50:365',30,0.94462,0.222145,0.62,0.66
5240,'2025/11/05 13:12:50:407',30,0.945751,0.223233,0.62,0.66
5241,'2025/11/05 13:12:50:447',30,0.947404,0.222475,0.62,0.66
5242,'2025/11/05 13:12:50:531',30,0.94859,0.223143,0.62,0.66
5243,'2025/11/05 13:12:50:570',30,0.950141,0.222236,0.62,0.66
5244,'2025/11/05 13:12:50:611',30,0.951421,0.222258,0.62,0.66
5245,'2025/11/05 13:12:50:651',30,0.952464,0.221431,0.62,0.66
5246,'2025/11/05 13:12:50:693',30,0.953468,0.221423,0.62,0.66
5247,'2025/11/05 13:12:50:733',30,0.954812,0.220917,0.62,0.66
5248,'2025/11/05 13:12:50:774',30,0.955554,0.220426,0.62,0.66
5249,'2025/11/05 13:12:50:816',30,0.95642,0.220402,0.62,0.66
5250,'2025/11/05 13:13:02:875',31,0.285006,0.231705,0.62,0.33
5251,'2025/11/05 13:13:02:921',31,0.286812,0.232282,0.62,0.33
5252,'2025/11/05 13:13:02:964',31,0.287503,0.233126,0.62,0.33
5253,'2025/11/05 13:13:03:049',31,0.287967,0.234189,0.62,0.33
5254,'2025/11/05 13:13:03:086',31,0.288465,0.235554,0.62,0.33
5255,'2025/11/05 13:13:03:126',31,0.288286,0.237652,0.62,0.33
5256,'2025/11/05 13:13:03:170',31,0.288765,0.239775,0.62,0.33
5257,'2025/11/05 13:13:03:210',31,0.288766,0.239732,0.62,0.33
5258,'2025/11/05 13:13:03:252',31,0.288601,0.238675,0.62,0.33
5259,'2025/11/05 13:13:03:291',31,0.288474,0.238204,0.62,0.33
5260,'2025/11/05 13:13:03:333',31,0.287731,0.238083,0.62,0.33
5261,'2025/11/05 13:13:03:375',31,0.287426,0.237827,0.62,0.33
5262,'2025/11/05 13:13:03:414',31,0.286588,0.237616,0.62,0.33
5263,'2025/11/05 13:13:03:454',31,0.28595,0.238082,0.62,0.33
5264,'2025/11/05 13:13:03:495',31,0.285425,0.238361,0.62,0.33
5265,'2025/11/05 13:13:03:540',31,0.284931,0.238385,0.62,0.33
5266,'2025/11/05 13:13:03:577',31,0.284477,0.237977,0.62,0.33
5267,'2025/11/05 13:13:03:665',31,0.284004,0.238542,0.62,0.33
5268,'2025/11/05 13:13:03:702',31,0.283791,0.238912,0.62,0.33
5269,'2025/11/05 13:13:03:742',31,0.283883,0.2385,0.62,0.33
5270,'2025/11/05 13:13:03:784',31,0.283621,0.23841,0.62,0.33
5271,'2025/11/05 13:13:03:825',31,0.283794,0.239111,0.62,0.33
5272,'2025/11/05 13:13:03:867',31,0.283796,0.239367,0.62,0.33
5273,'2025/11/05 13:13:03:906',31,0.284003,0.239626,0.62,0.33
5274,'2025/11/05 13:13:03:946',31,0.284139,0.240017,0.62,0.33
5275,'2025/11/05 13:13:03:987',31,0.284152,0.239779,0.62,0.33
5276,'2025/11/05 13:13:04:030',31,0.283997,0.240435,0.62,0.33
5277,'2025/11/05 13:13:04:070',31,0.284513,0.240509,0.62,0.33
5278,'2025/11/05 13:13:04:110',31,0.284933,0.24056,0.62,0.33
5279,'2025/11/05 13:13:04:154',31,0.28451,0.240825,0.62,0.33
5280,'2025/11/05 13:13:04:191',31,0.284544,0.241792,0.62,0.33
5281,'2025/11/05 13:13:04:279',31,0.28451,0.240861,0.62,0.33
5282,'2025/11/05 13:13:04:311',31,0.284622,0.240996,0.62,0.33
5283,'2025/11/05 13:13:04:355',31,0.284261,0.24106,0.62,0.33
5284,'2025/11/05 13:13:04:398',31,0.284356,0.241154,0.62,0.33
5285,'2025/11/05 13:13:04:440',31,0.283994,0.241118,0.62,0.33
5286,'2025/11/05 13:13:04:481',31,0.284097,0.241717,0.62,0.33
5287,'2025/11/05 13:13:04:522',31,0.284056,0.241631,0.62,0.33
5288,'2025/11/05 13:13:04:562',31,0.283995,0.242297,0.62,0.33
5289,'2025/11/05 13:13:04:601',31,0.284205,0.242318,0.62,0.33
5290,'2025/11/05 13:13:04:646',31,0.284218,0.242387,0.62,0.33
5291,'2025/11/05 13:13:04:686',31,0.283864,0.242285,0.62,0.33
5292,'2025/11/05 13:13:04:726',31,0.28422,0.242292,0.62,0.33
5293,'2025/11/05 13:13:04:766',31,0.283924,0.242599,0.62,0.33
5294,'2025/11/05 13:13:04:809',31,0.283997,0.242511,0.62,0.33
5295,'2025/11/05 13:13:04:893',31,0.283807,0.242546,0.62,0.33
5296,'2025/11/05 13:13:04:932',31,0.284104,0.242595,0.62,0.33
5297,'2025/11/05 13:13:04:975',31,0.284272,0.242925,0.62,0.33
5298,'2025/11/05 13:13:05:014',31,0.284597,0.242991,0.62,0.33
5299,'2025/11/05 13:13:05:054',31,0.285349,0.242775,0.62,0.33
5300,'2025/11/05 13:13:05:097',31,0.285223,0.24229,0.62,0.33
5301,'2025/11/05 13:13:05:135',31,0.285229,0.241674,0.62,0.33
5302,'2025/11/05 13:13:05:179',31,0.285526,0.241954,0.62,0.33
5303,'2025/11/05 13:13:05:219',31,0.285597,0.241883,0.62,0.33
5304,'2025/11/05 13:13:05:260',31,0.285917,0.242076,0.62,0.33
5305,'2025/11/05 13:13:05:300',31,0.285713,0.241926,0.62,0.33
5306,'2025/11/05 13:13:05:344',31,0.285962,0.242386,0.62,0.33
5307,'2025/11/05 13:13:05:382',31,0.285911,0.241965,0.62,0.33
5308,'2025/11/05 13:13:05:423',31,0.285899,0.242289,0.62,0.33
5309,'2025/11/05 13:13:05:465',31,0.285694,0.242386,0.62,0.33
5310,'2025/11/05 13:13:05:547',31,0.285544,0.242126,0.62,0.33
5311,'2025/11/05 13:13:05:588',31,0.285856,0.242019,0.62,0.33
5312,'2025/11/05 13:13:05:631',31,0.285957,0.242023,0.62,0.33
5313,'2025/11/05 13:13:05:669',31,0.285543,0.24206,0.62,0.33
5314,'2025/11/05 13:13:05:710',31,0.28577,0.242379,0.62,0.33
5315,'2025/11/05 13:13:05:751',31,0.286073,0.242704,0.62,0.33
5316,'2025/11/05 13:13:05:792',31,0.285907,0.242252,0.62,0.33
5317,'2025/11/05 13:13:05:833',31,0.28601,0.242516,0.62,0.33
5318,'2025/11/05 13:13:05:875',31,0.285947,0.242398,0.62,0.33
5319,'2025/11/05 13:13:05:915',31,0.286019,0.242154,0.62,0.33
5320,'2025/11/05 13:13:05:957',31,0.285643,0.242176,0.62,0.33
5321,'2025/11/05 13:13:05:997',31,0.285615,0.241909,0.62,0.33
5322,'2025/11/05 13:13:06:040',31,0.285229,0.241944,0.62,0.33
5323,'2025/11/05 13:13:06:079',31,0.285748,0.242307,0.62,0.33
5324,'2025/11/05 13:13:06:164',31,0.285442,0.24252,0.62,0.33
5325,'2025/11/05 13:13:06:202',31,0.284921,0.24171,0.62,0.33
5326,'2025/11/05 13:13:06:242',31,0.284798,0.242817,0.62,0.33
5327,'2025/11/05 13:13:06:283',31,0.285181,0.242548,0.62,0.33
5328,'2025/11/05 13:13:06:326',31,0.285186,0.242554,0.62,0.33
